stg_outlet_cd,stg_item_cd,DATE_ID,sales_qty
E,97486,2022-07-20,1.0
A,4705,2022-07-07,4.0
D,107863,2022-02-19,8.0
D,122686,2022-03-01,4.0
D,27979,2022-07-15,1.0
C,117286,2022-05-25,4.0
B,23938,2022-08-25,1.0
D,107809,2022-03-01,5.0
D,41686,2022-08-23,1.0
C,114658,2022-02-01,2.0
A,110338,2022-10-03,1.0
B,43738,2022-06-03,1.0
A,101635,2022-03-19,4.0
A,24136,2022-03-24,8.0
C,7072,2022-04-07,2.0
D,9637,2022-07-02,5.0
C,123334,2022-04-05,4.0
C,40381,2022-04-06,5.0
C,9979,2022-05-09,9.0
A,23785,2022-08-08,3.0
B,119554,2022-03-04,5.0
B,10654,2022-05-31,1.0
E,104470,2022-07-04,7.0
A,23785,2022-02-24,6.0
B,29311,2022-06-25,2.0
B,9925,2022-06-26,4.0
A,6748,2022-02-15,2.0
A,11293,2022-05-20,2.0
D,12040,2022-03-18,3.0
D,95119,2022-10-10,3.0
C,44989,2022-04-20,2.0
A,46150,2022-10-16,5.0
A,23020,2022-09-12,6.0
B,110320,2022-03-14,4.0
B,76399,2022-05-08,10.0
B,111985,2022-07-02,1.0
A,40201,2022-02-24,2.0
A,99457,2022-04-20,2.0
C,96136,2022-02-22,2.002000093460083
A,117520,2022-10-17,11.0
B,10924,2022-07-30,1.0
A,12220,2022-02-19,2.0
D,110230,2022-02-08,1.0
C,42685,2022-03-02,19.0
C,41488,2022-08-02,1.0
A,117160,2022-07-25,1.0
C,295,2022-03-30,3.0
B,46591,2022-10-10,14.0
B,98809,2022-06-12,21.0
C,116062,2022-10-05,5.0
E,43738,2022-03-17,3.0
B,3427,2022-06-22,4.0
B,55906,2022-09-10,1.0
B,13795,2022-10-18,4.0
D,123667,2022-02-06,1.0
D,11230,2022-07-24,1.0
C,29653,2022-04-08,7.0
B,14947,2022-05-06,3.0
D,124414,2022-03-31,4.0
D,7396,2022-05-12,4.0
E,3292,2022-07-28,3.0
A,3679,2022-04-14,5.0
B,538,2022-02-27,1.0
B,3022,2022-04-22,1.0
C,102769,2022-09-16,1.0
D,9979,2022-07-16,7.0
B,124414,2022-05-21,1.0
B,111337,2022-06-11,1.0
D,14947,2022-07-26,3.0
C,7396,2022-03-18,2.0
A,92491,2022-04-30,8.0
C,11293,2022-03-27,3.0
A,92482,2022-04-10,8.0
E,13741,2022-03-23,1.0
B,29896,2022-08-09,2.0
D,94345,2022-05-22,5.0
D,7396,2022-07-26,3.0
D,111868,2022-09-14,1.0
C,92482,2022-01-25,9.0
B,259,2022-02-10,4.0
C,93895,2022-07-25,1.0
A,100501,2022-05-19,1.0
E,104254,2022-08-31,1.0
C,105622,2022-05-02,7.0
D,111031,2022-08-28,4.0
B,122767,2022-05-06,6.0
C,45043,2022-03-12,3.0
A,13408,2022-01-26,1.0
A,122686,2022-05-16,7.0
D,45115,2022-03-01,2.0
D,55879,2022-05-24,1.0
B,12670,2022-04-12,2.0
B,4741,2022-05-08,2.0
B,259,2022-05-22,12.0
A,95137,2022-04-04,4.0
C,120418,2022-02-25,3.0
A,29941,2022-09-05,7.0
D,100537,2022-04-10,3.0
C,23146,2022-06-22,2.0
C,102769,2022-07-02,1.0
C,23785,2022-08-27,1.0
C,93913,2022-09-28,2.0
D,25081,2022-08-08,1.0
D,113281,2022-09-28,3.0
A,2806,2022-07-06,8.0
C,295,2022-03-03,1.0
C,117196,2022-04-24,2.0
B,29896,2022-04-10,4.0
D,110356,2022-03-19,2.0
A,122767,2022-09-30,6.0
C,23785,2022-02-28,1.0
B,1231,2022-05-17,4.0
C,99457,2022-03-15,4.0
C,95137,2022-04-06,2.0
C,100501,2022-04-08,1.0
C,122686,2022-08-22,3.0
A,124396,2022-05-14,3.0
B,1672,2022-03-04,2.0
B,122767,2022-03-29,4.0
C,117925,2022-08-17,4.0
B,110860,2022-04-25,1.0
A,10105,2022-04-14,2.0
C,45412,2022-02-09,4.0
C,12040,2022-04-19,2.0
C,12355,2022-10-14,4.0
C,1204,2022-08-17,5.0
C,92482,2022-10-16,5.0
C,120418,2022-09-22,2.0
A,91438,2022-08-14,4.0
D,31579,2022-03-05,2.0
E,42685,2022-10-16,6.0
B,10366,2022-03-13,1.0
C,10852,2022-08-23,2.0
B,93913,2022-05-19,2.0
E,55879,2022-05-08,2.0
E,122560,2022-05-26,1.0
A,23938,2022-02-18,4.0
D,120418,2022-02-07,4.0
D,93679,2022-04-10,4.0
D,111868,2022-07-24,2.0
E,42685,2022-07-24,14.0
B,10924,2022-03-10,1.0
C,95443,2022-03-05,1.0
B,11509,2022-07-02,2.0
C,9979,2022-06-17,2.0
A,40309,2022-06-10,3.0
A,23020,2022-06-22,2.0
D,4732,2022-06-25,2.0
D,9979,2022-08-31,1.0
A,673,2022-08-27,5.0
A,42685,2022-04-15,13.0
D,30454,2022-04-11,7.0
B,3022,2022-02-28,1.0
A,2806,2022-03-03,2.0
D,3652,2022-08-11,10.0
C,1852,2022-10-17,1.0
B,96136,2022-08-04,8.812000215053558
B,40939,2022-10-14,2.0
B,223,2022-07-19,1.0
B,29941,2022-10-08,5.0
D,118033,2022-05-28,4.0
D,111868,2022-09-19,1.0
A,117736,2022-09-21,4.0
D,41686,2022-03-07,1.0
D,42154,2022-08-24,11.047999620437622
A,104470,2022-09-04,16.0
B,6856,2022-03-16,6.0
B,4732,2022-04-26,2.0
C,55906,2022-06-18,2.0
E,6163,2022-04-19,4.0
E,120418,2022-07-21,2.0
A,96136,2022-05-25,5.333999991416931
D,304,2022-08-11,4.0
C,57976,2022-09-24,2.0
C,93679,2022-07-29,1.0
B,101635,2022-06-13,3.0
B,29311,2022-09-22,1.0
A,12670,2022-03-13,3.0
D,10042,2022-04-13,2.0
D,96136,2022-07-05,32.23199987411499
A,7108,2022-03-03,3.0
D,45421,2022-08-12,8.0
C,120418,2022-03-01,6.0
C,88,2022-03-22,1.0
C,117160,2022-04-22,2.0
A,23938,2022-04-23,10.0
A,118033,2022-07-24,2.0
D,104470,2022-01-23,3.0
A,23911,2022-01-31,2.0
B,259,2022-03-11,5.0
E,898,2022-07-17,6.0
B,40201,2022-05-20,1.0
E,11509,2022-09-21,1.0
D,117187,2022-04-05,3.0
A,30778,2022-02-03,1.0
A,124396,2022-06-12,2.0
D,111868,2022-07-16,4.0
B,122767,2022-10-11,7.0
D,122560,2022-08-07,2.0
A,43135,2022-08-16,2.0
A,11509,2022-10-08,7.0
B,121174,2022-04-29,4.0
B,7396,2022-07-26,2.0
A,120994,2022-05-30,2.0
D,3679,2022-06-06,5.0
A,121714,2022-02-28,2.0
D,123478,2022-05-24,2.0
C,95137,2022-03-27,2.0
C,119185,2022-05-15,2.0
C,123730,2022-08-14,2.0
D,3427,2022-07-10,13.0
E,95443,2022-10-07,1.0
E,122767,2022-08-17,5.0
B,673,2022-04-09,1.0
D,41488,2022-05-28,1.0
D,6856,2022-10-06,2.0
C,110077,2022-02-05,1.0
A,538,2022-07-08,2.0
D,12670,2022-02-06,3.0
D,4741,2022-02-06,7.0
D,123694,2022-02-25,2.0
C,122686,2022-05-08,2.0
A,10591,2022-08-04,2.0
A,119554,2022-09-28,5.0
A,111382,2022-08-31,2.0
B,108007,2022-03-29,1.0
B,259,2022-09-03,8.0
E,55879,2022-03-16,1.0
A,93679,2022-03-24,2.0
B,43738,2022-06-10,3.0
A,93913,2022-02-28,2.0
C,117745,2022-07-17,7.0
C,19114,2022-07-12,2.0
C,11293,2022-07-27,3.0
B,42685,2022-03-04,2.0
E,76399,2022-09-16,3.0
D,43279,2022-08-20,2.0
A,116836,2022-04-24,11.0
E,259,2022-08-19,2.0
E,42154,2022-10-15,3.0199999809265137
C,117745,2022-04-01,16.0
B,107863,2022-04-02,5.0
C,29941,2022-09-08,1.0
B,122767,2022-09-22,5.0
E,101635,2022-06-08,1.0
D,23911,2022-04-21,2.0
D,10213,2022-03-13,2.0
E,11293,2022-08-13,3.0
A,12031,2022-05-08,1.0
C,122767,2022-05-28,10.0
D,29653,2022-05-13,10.0
D,4705,2022-05-23,5.0
D,42154,2022-08-18,4.010000228881836
C,223,2022-01-27,1.0
C,3328,2022-04-16,2.0
B,7396,2022-08-22,3.0
C,113281,2022-09-04,6.0
A,11293,2022-05-23,12.0
C,117745,2022-05-08,6.0
C,116836,2022-08-14,10.0
C,110806,2022-01-23,1.0
C,11293,2022-07-23,6.0
A,64816,2022-04-23,3.0
A,117745,2022-10-01,1.0
E,6856,2022-04-07,1.0
B,23371,2022-02-07,1.0
E,97486,2022-06-10,1.0
E,952,2022-06-28,2.0
B,4480,2022-03-24,2.0
D,11509,2022-03-20,3.0
A,12040,2022-03-17,3.0
B,117610,2022-02-05,2.0
A,40759,2022-05-20,2.0
D,3427,2022-03-10,2.0
D,1672,2022-05-24,13.0
E,29653,2022-05-14,3.0
B,119185,2022-07-13,1.0
A,119185,2022-05-02,1.0
D,10195,2022-06-01,3.0
C,10105,2022-08-16,1.0
C,117736,2022-06-07,8.0
B,3751,2022-06-06,1.0
B,1852,2022-07-25,2.0
A,223,2022-04-18,1.0
D,11293,2022-04-29,3.0
C,29941,2022-06-12,6.0
C,43405,2022-08-24,3.0
C,100537,2022-09-02,2.0
D,124414,2022-08-07,1.0
E,122767,2022-09-30,8.0
A,23785,2022-09-02,9.0
D,117736,2022-02-17,7.0
B,538,2022-02-19,1.0
B,100501,2022-09-03,1.0
B,107863,2022-10-06,1.0
D,295,2022-03-18,2.0
A,1942,2022-06-01,1.0
C,111382,2022-01-22,2.0
D,6748,2022-02-20,3.0
A,123478,2022-09-12,1.0
D,9925,2022-04-30,2.0
D,94336,2022-01-26,1.0
D,122767,2022-10-01,13.0
B,104470,2022-03-29,3.0
B,117736,2022-05-23,6.0
B,121957,2022-02-07,1.0
B,3679,2022-04-10,7.0
B,42154,2022-08-24,14.944000005722046
C,108862,2022-09-12,2.0
C,23146,2022-10-05,12.0
B,118033,2022-06-14,3.0
B,13948,2022-03-04,1.0
B,120418,2022-07-22,1.0
D,10654,2022-07-02,2.0
C,94336,2022-03-17,1.0
D,27790,2022-05-01,3.0
D,104470,2022-09-13,2.0
D,40201,2022-02-11,2.0
E,121714,2022-08-31,2.0
C,102490,2022-02-06,11.609999895095825
B,19114,2022-03-16,1.0
B,13948,2022-04-04,2.0
E,1231,2022-05-14,5.0
E,115846,2022-05-17,2.0
E,538,2022-07-08,1.0
D,24136,2022-05-29,2.0
A,107836,2022-09-28,2.0
C,107224,2022-09-04,2.0
A,114658,2022-03-02,4.0
D,123586,2022-03-27,3.0
A,11230,2022-10-14,1.0
D,55879,2022-04-08,7.0
A,10609,2022-07-25,1.0
C,1852,2022-09-20,6.0
A,23911,2022-05-16,4.0
B,110878,2022-06-19,8.0
D,13741,2022-04-09,2.0
A,718,2022-03-03,1.0
A,93679,2022-10-06,1.0
B,43135,2022-04-11,5.0
B,112219,2022-05-19,1.0
C,102967,2022-04-04,2.0
C,29941,2022-05-08,54.0
E,25000,2022-10-01,1.0
A,23146,2022-09-13,1.0
C,40759,2022-06-20,7.0
A,8800,2022-03-04,9.0
A,2806,2022-05-19,4.0
A,122686,2022-07-06,3.0
D,1186,2022-04-28,1.0
C,57058,2022-02-02,2.0
C,4480,2022-04-12,4.0
B,13552,2022-06-02,1.0
C,115846,2022-02-17,3.0
C,268,2022-01-28,3.0
A,92491,2022-07-08,9.0
E,40759,2022-07-27,1.0
C,58804,2022-09-30,1.0
E,19114,2022-06-17,4.0
B,115846,2022-09-18,2.0
D,107863,2022-02-06,1.0
D,40201,2022-08-27,3.0
C,39238,2022-04-26,2.0
C,64816,2022-06-02,11.0
D,4930,2022-02-25,2.0
D,10375,2022-03-02,1.0
E,119554,2022-08-30,2.0
B,43135,2022-01-31,5.0
C,45115,2022-02-24,3.0
B,118096,2022-08-24,1.0
A,23938,2022-07-01,3.0
D,23020,2022-02-05,7.0
D,122830,2022-05-23,1.0
B,117925,2022-10-07,3.0
A,117745,2022-09-16,3.0
B,304,2022-03-08,3.0
B,23938,2022-08-23,3.0
A,123703,2022-03-06,1.0
A,101941,2022-03-08,1.0
A,107863,2022-04-15,11.0
A,6163,2022-05-22,5.0
A,120400,2022-05-27,1.0
D,6163,2022-01-30,24.0
A,6856,2022-04-20,6.0
A,45484,2022-04-27,2.0
A,44989,2022-10-05,1.0
D,11509,2022-04-09,3.0
D,94948,2022-05-13,2.0
A,122740,2022-09-03,1.0
E,123307,2022-08-24,33.0
E,10924,2022-09-01,2.0
D,122767,2022-05-25,8.0
A,117745,2022-07-13,5.0
B,3679,2022-02-23,5.0
B,110860,2022-03-15,2.0
C,121174,2022-08-01,14.0
C,120418,2022-08-26,4.0
E,4480,2022-06-25,3.0
E,36808,2022-08-15,12.0
A,122686,2022-02-02,2.0
D,529,2022-09-09,1.0
B,101635,2022-06-28,1.0
C,36808,2022-04-24,35.0
A,110077,2022-02-09,1.0
D,322,2022-07-06,1.0
B,116062,2022-06-13,5.0
B,30454,2022-07-10,1.0
A,4741,2022-04-07,3.0
C,592,2022-06-04,1.0
A,123703,2022-01-28,1.0
A,95137,2022-05-31,6.0
C,107836,2022-01-28,5.0
C,42928,2022-03-06,1.0
C,25000,2022-09-11,1.0
A,122803,2022-04-16,1.0
A,117376,2022-04-27,4.0
C,121174,2022-04-12,7.0
B,110860,2022-03-10,3.0
B,111868,2022-04-28,1.0
E,107863,2022-09-08,1.0
E,13795,2022-09-22,4.0
B,101635,2022-09-27,2.0
B,110860,2022-07-29,5.0
E,3679,2022-04-24,11.0
A,96136,2022-10-11,9.327999830245972
B,116062,2022-03-10,2.0
C,1672,2022-08-01,4.0
E,223,2022-04-26,1.0
A,43405,2022-03-15,1.0
A,122767,2022-05-31,3.0
D,40381,2022-06-23,12.0
B,9925,2022-09-08,2.0
B,30778,2022-03-09,9.0
B,41686,2022-04-01,3.0
A,40939,2022-02-16,4.0
D,107224,2022-04-05,4.0
C,673,2022-05-13,3.0
A,117376,2022-08-22,2.0
A,119554,2022-08-07,13.0
B,223,2022-04-30,2.0
A,529,2022-07-12,1.0
C,116836,2022-06-23,11.0
C,113281,2022-02-27,1.0
B,44989,2022-02-24,2.0
E,96775,2022-06-20,1.0
A,117925,2022-08-06,5.0
C,91438,2022-04-02,18.0
A,40201,2022-02-12,2.0
D,223,2022-02-12,7.0
D,124414,2022-03-24,1.0
C,9925,2022-08-11,2.0
C,322,2022-05-23,1.0
A,94336,2022-02-18,1.0
A,45169,2022-02-20,5.0
A,1681,2022-08-16,24.0
B,107809,2022-06-29,2.0
D,10852,2022-05-24,1.0
D,120418,2022-05-24,3.0
D,107224,2022-07-19,2.0
C,117736,2022-02-22,12.0
C,12220,2022-02-25,1.0
C,24154,2022-02-28,4.0
D,10078,2022-05-08,1.0
C,57058,2022-04-22,2.0
D,107224,2022-08-04,1.0
B,93913,2022-02-05,1.0
B,9925,2022-04-05,1.0
E,3652,2022-05-02,6.0
D,121174,2022-04-17,4.0
D,95443,2022-06-03,1.0
C,115846,2022-08-09,2.0
B,95137,2022-04-27,2.0
D,111031,2022-03-23,2.0
A,43738,2022-10-11,4.0
C,10852,2022-05-02,10.0
C,118429,2022-06-11,1.0
C,2806,2022-09-17,8.0
A,124414,2022-08-12,2.0
D,120418,2022-02-19,9.0
C,45115,2022-10-16,1.0
A,111337,2022-02-11,2.0
A,3679,2022-05-27,9.0
B,111868,2022-03-31,1.0
C,13408,2022-01-22,3.0
C,952,2022-03-24,5.0
E,18223,2022-08-09,10.0
B,110320,2022-08-12,1.0
D,40201,2022-04-15,6.0
D,23785,2022-09-19,2.0
C,121174,2022-04-18,13.0
B,40939,2022-05-16,5.0
E,40759,2022-04-04,2.0
E,117160,2022-06-18,1.0
D,10852,2022-01-25,1.0
D,41488,2022-03-02,1.0
D,40201,2022-06-01,4.0
B,94345,2022-02-23,1.0
D,10609,2022-03-16,3.0
D,23146,2022-07-17,1.0
E,122803,2022-04-22,1.0
A,110860,2022-03-14,4.0
D,4705,2022-09-01,3.0
C,122830,2022-05-29,4.0
B,7396,2022-07-30,1.0
E,1681,2022-03-21,2.0
D,114658,2022-02-21,1.0
D,117610,2022-02-24,7.0
D,9925,2022-08-02,2.0
E,18223,2022-09-16,29.0
E,40939,2022-10-08,2.0
B,3292,2022-06-13,6.0
B,268,2022-03-28,3.0
D,55879,2022-03-22,5.0
D,122686,2022-04-02,6.0
A,97486,2022-07-24,1.0
D,111382,2022-02-16,4.0
C,12355,2022-04-27,5.0
A,3679,2022-07-29,8.0
D,40759,2022-09-01,8.0
D,12040,2022-10-15,3.0
C,259,2022-04-29,11.0
A,304,2022-09-22,2.0
C,57976,2022-07-18,1.0
B,40759,2022-03-01,4.0
B,40381,2022-03-29,8.0
B,104254,2022-10-15,1.0
A,41164,2022-06-16,1.0
A,117736,2022-06-24,11.0
D,46150,2022-07-26,8.0
C,92491,2022-09-21,1.0
C,23146,2022-06-03,3.0
A,43405,2022-10-03,1.0
E,42154,2022-04-26,1.3700000047683716
E,96136,2022-04-27,1.2400000095367432
D,116962,2022-07-09,5.0
C,110320,2022-06-04,9.0
B,4597,2022-03-16,1.0
E,19114,2022-05-07,2.0
D,118033,2022-08-13,3.0
D,117520,2022-08-30,10.0
A,10213,2022-09-22,2.0
B,10213,2022-08-24,1.0
B,116836,2022-09-29,6.0
E,107863,2022-05-24,2.0
A,94345,2022-04-06,2.0
D,118429,2022-02-05,2.0
D,122686,2022-07-26,6.0
A,9925,2022-09-30,11.0
B,8800,2022-03-05,5.0
A,25081,2022-06-07,6.0
D,4597,2022-02-01,1.0
C,1186,2022-02-16,1.0
A,117376,2022-09-16,3.0
D,23146,2022-06-11,1.0
C,232,2022-10-07,2.0
A,46150,2022-02-21,7.0
A,123478,2022-08-15,4.0
C,110320,2022-04-01,23.0
C,117745,2022-06-09,2.0
C,111382,2022-07-27,1.0
A,4480,2022-01-28,1.0
C,57058,2022-04-09,1.0
C,111868,2022-04-17,6.0
B,2806,2022-09-26,4.0
D,123703,2022-02-23,1.0
B,30778,2022-03-01,2.0
D,11419,2022-08-08,1.0
A,41686,2022-09-04,5.0
C,6856,2022-02-22,12.0
C,2977,2022-03-15,1.0
C,23938,2022-04-29,1.0
A,120994,2022-05-04,2.0
A,4597,2022-06-03,2.0
A,313,2022-08-04,1.0
A,4741,2022-08-18,3.0
C,6163,2022-06-17,3.0
C,117286,2022-06-20,6.0
B,92491,2022-05-08,5.0
B,4741,2022-07-11,3.0
D,40201,2022-04-26,1.0
D,11419,2022-04-30,1.0
D,23146,2022-07-19,2.0
D,43135,2022-08-21,4.0
C,57976,2022-02-28,3.0
A,121174,2022-08-24,8.0
A,45421,2022-02-27,1.0
C,94876,2022-09-14,2.0
A,115846,2022-08-12,2.0
E,23146,2022-05-13,1.0
E,107224,2022-06-17,3.0
B,117736,2022-03-23,5.0
B,42154,2022-08-16,5.0
A,111976,2022-05-17,2.0
A,110860,2022-06-02,3.0
A,43135,2022-07-09,2.0
E,40759,2022-03-21,3.0
E,120994,2022-07-06,2.0
E,3292,2022-08-08,4.0
B,2293,2022-06-21,1.0
C,23785,2022-08-20,3.0
C,97486,2022-09-12,3.0
E,108007,2022-05-21,1.0
E,10213,2022-05-21,1.0
A,108862,2022-02-05,1.0
A,107224,2022-02-12,7.0
D,95137,2022-02-05,3.0
D,3526,2022-02-09,1.0
B,41164,2022-02-16,2.0
A,30778,2022-02-18,2.0
A,3328,2022-07-05,2.0
D,43738,2022-06-07,2.0
D,43135,2022-09-03,6.0
A,43135,2022-09-17,8.0
A,110860,2022-09-28,5.0
A,117610,2022-05-18,2.0
A,9979,2022-05-26,4.0
C,23371,2022-01-23,1.0
C,117736,2022-09-14,5.0
C,41686,2022-10-07,2.0
A,23020,2022-08-02,5.0
B,120994,2022-08-28,2.0
E,91438,2022-09-13,2.0
C,43405,2022-09-03,1.0
E,42685,2022-06-28,22.0
E,122686,2022-07-31,1.0
A,57976,2022-10-04,2.0
D,12355,2022-09-13,3.0
D,12814,2022-10-01,5.0
C,11293,2022-01-30,3.0
C,304,2022-02-26,1.0
C,115846,2022-02-27,2.0
B,13795,2022-07-30,3.0
C,117286,2022-06-04,5.0
C,120994,2022-08-31,3.0
C,117160,2022-09-05,2.0
A,51109,2022-05-19,1.0
D,304,2022-03-04,5.0
C,97486,2022-05-25,1.0
A,120418,2022-04-11,6.0
D,19114,2022-04-11,2.0
D,117745,2022-08-21,7.0
C,111868,2022-02-26,1.0
A,113281,2022-08-17,4.0
B,107863,2022-09-16,4.0
B,29653,2022-03-27,6.0
D,25000,2022-06-01,1.0
C,94948,2022-04-04,1.0
A,107836,2022-05-16,11.0
E,117736,2022-04-11,10.0
E,268,2022-09-19,2.0
C,110320,2022-04-16,3.0
C,40759,2022-04-18,8.0
B,898,2022-09-10,10.0
A,110230,2022-04-26,3.0
D,94948,2022-03-31,1.0
A,41686,2022-10-11,1.0
C,10924,2022-02-04,1.0
B,30454,2022-07-17,3.0
C,110338,2022-06-20,2.0
E,45421,2022-06-25,3.0
D,10195,2022-01-26,5.0
A,92491,2022-08-06,9.0
C,11230,2022-07-05,1.0
B,101635,2022-07-09,3.0
B,14848,2022-08-23,1.0
A,120418,2022-08-24,3.0
B,117187,2022-04-28,2.0
D,25000,2022-03-23,1.0
D,124396,2022-04-06,3.0
C,110077,2022-02-17,1.0
C,25081,2022-02-17,6.0
C,117610,2022-04-26,3.0
D,107224,2022-07-30,6.0
D,529,2022-04-26,4.0
D,10924,2022-09-24,3.0
C,117925,2022-01-29,6.0
A,12355,2022-02-22,6.0
D,538,2022-02-08,2.0
A,538,2022-09-05,1.0
D,538,2022-07-16,1.0
A,47140,2022-09-09,1.0
A,23938,2022-09-26,2.0
B,111337,2022-07-24,4.0
B,41686,2022-08-29,2.0
B,117925,2022-10-13,7.0
E,14848,2022-06-08,1.0
A,120994,2022-04-21,3.0
A,116062,2022-06-23,8.0
D,142,2022-07-27,1.0
C,952,2022-06-06,3.0
B,102769,2022-08-17,1.0
C,4705,2022-03-12,4.0
B,12040,2022-05-29,3.0
B,6163,2022-08-21,7.0
C,121291,2022-05-29,1.0
C,43405,2022-05-14,1.0
A,41686,2022-04-10,1.0
B,25081,2022-03-30,1.0
B,29896,2022-04-21,1.0
A,10591,2022-02-28,5.0
A,117196,2022-07-09,2.0
C,9925,2022-01-22,2.0
C,41488,2022-04-02,6.0
B,120994,2022-03-15,6.0
C,94948,2022-09-23,1.0
D,11419,2022-02-12,2.0
B,268,2022-09-20,1.0
D,40201,2022-09-20,2.0
A,123730,2022-09-10,4.0
C,223,2022-02-26,2.0
D,14848,2022-08-19,4.0
D,11509,2022-09-23,6.0
A,101671,2022-10-06,1.0
B,29653,2022-06-18,4.0
A,91438,2022-03-01,3.0
A,12220,2022-06-16,1.0
C,117160,2022-03-11,4.0
B,122740,2022-02-23,3.0
B,113281,2022-04-10,2.0
D,43504,2022-06-10,1.0
C,117736,2022-03-22,5.0
C,673,2022-04-20,1.0
C,117520,2022-04-28,5.0
C,117610,2022-06-06,2.0
C,120418,2022-06-13,1.0
C,9979,2022-08-13,6.0
A,117925,2022-06-10,6.0
E,3283,2022-04-28,1.0
E,36808,2022-06-10,21.0
B,116836,2022-03-22,3.0
B,107224,2022-06-18,1.0
C,116836,2022-04-15,4.0
E,29941,2022-04-23,11.0
A,3679,2022-02-27,8.0
D,5551,2022-05-15,2.0
B,122686,2022-02-11,16.0
B,122785,2022-02-22,1.0
B,9925,2022-04-19,1.0
B,107863,2022-07-04,3.0
C,110320,2022-08-15,9.0
E,10105,2022-05-22,1.0
A,108862,2022-04-01,1.0
D,29653,2022-04-17,8.0
D,93679,2022-07-25,1.0
C,7396,2022-08-17,1.0
C,57058,2022-04-30,4.0
A,304,2022-08-19,2.0
C,108412,2022-09-13,1.0
A,13795,2022-03-01,3.0
D,25081,2022-07-31,6.0
D,259,2022-08-23,10.0
D,120994,2022-08-31,4.0
C,107836,2022-09-28,2.0
B,952,2022-03-24,3.0
A,121039,2022-02-10,3.0
A,4597,2022-05-25,2.0
A,111382,2022-07-16,2.0
C,117286,2022-03-01,3.0
C,4480,2022-01-29,4.0
C,3427,2022-10-04,1.0
B,10924,2022-03-11,5.0
E,102490,2022-09-18,6.595999896526337
C,46150,2022-03-23,2.0
B,123478,2022-02-08,1.0
B,55879,2022-06-24,3.0
B,106054,2022-09-13,3.0
D,76399,2022-06-27,4.0
C,123667,2022-06-30,1.0
D,43135,2022-08-05,11.0
B,42154,2022-02-24,6.085000038146973
B,9061,2022-04-30,6.0
B,3328,2022-07-30,5.0
C,110230,2022-09-07,1.0
E,1681,2022-05-18,1.0
E,100501,2022-08-26,1.0
D,23020,2022-03-28,7.0
D,123667,2022-05-30,2.0
D,117736,2022-10-11,9.0
C,4597,2022-05-05,1.0
C,111382,2022-06-07,5.0
B,3679,2022-09-21,2.0
B,10105,2022-10-04,4.0
A,27790,2022-03-22,2.0
A,29896,2022-05-01,7.0
A,718,2022-05-01,2.0
D,55879,2022-01-28,2.0
D,123667,2022-02-10,4.0
D,92482,2022-02-20,3.0
D,31579,2022-05-02,1.0
D,110806,2022-07-01,1.0
D,57058,2022-07-14,7.0
C,12355,2022-03-11,5.0
A,7108,2022-04-09,5.0
A,9925,2022-05-20,2.0
D,42847,2022-05-05,4.0
D,4480,2022-05-17,1.0
C,110878,2022-06-04,6.0
C,107269,2022-05-25,2.0
C,100051,2022-07-29,1.0
B,46591,2022-08-31,5.0
C,117520,2022-07-26,11.0
B,1681,2022-04-20,2.0
A,118033,2022-03-24,4.0
C,92482,2022-01-22,2.0
B,122740,2022-03-02,1.0
C,304,2022-08-29,5.0
E,12355,2022-03-14,2.0
D,107809,2022-02-16,1.0
D,102967,2022-02-24,1.0
A,95119,2022-04-24,3.0
B,10213,2022-04-04,1.0
C,10042,2022-04-04,2.0
C,12355,2022-05-08,9.0
B,107809,2022-09-27,2.0
D,12355,2022-03-01,5.0
D,40939,2022-03-13,5.0
C,57976,2022-04-28,1.0
C,123703,2022-09-03,1.0
A,93895,2022-09-14,2.0
B,110860,2022-02-10,1.0
B,117610,2022-10-01,1.0
B,11230,2022-10-05,2.0
A,91438,2022-02-09,15.0
D,5551,2022-03-22,1.0
C,1231,2022-03-28,5.0
B,57976,2022-07-10,1.0
C,92482,2022-04-09,7.0
A,232,2022-04-30,5.0
C,110122,2022-04-23,1.0
E,27583,2022-06-11,1.0
B,117745,2022-04-09,2.0
B,40939,2022-06-15,4.0
E,24136,2022-06-03,4.0
C,10924,2022-02-16,1.0
C,42847,2022-02-24,1.0
C,5551,2022-05-19,2.0
C,10924,2022-09-23,4.0
A,114658,2022-03-14,3.0
A,94453,2022-03-22,1.0
D,295,2022-04-20,1.0
D,110320,2022-06-13,6.0
D,92482,2022-10-08,11.0
C,95119,2022-07-05,3.0
B,45412,2022-03-10,2.0
B,117925,2022-06-23,4.0
A,30778,2022-03-05,10.0
D,121174,2022-06-04,7.0
D,94876,2022-06-05,1.0
C,107863,2022-03-20,4.0
A,107224,2022-08-29,10.0
B,105604,2022-02-24,1.0
D,110122,2022-04-26,3.0
C,27133,2022-02-02,1.0
C,107809,2022-02-14,3.0
C,101635,2022-02-22,6.0
A,110230,2022-09-14,1.0
B,101941,2022-05-20,3.0
A,24136,2022-02-08,1.0
D,40759,2022-02-24,3.0
D,110338,2022-04-18,1.0
A,117925,2022-02-18,6.0
B,45115,2022-02-04,2.0
B,122560,2022-03-09,1.0
B,110077,2022-04-15,1.0
B,45169,2022-05-21,5.0
D,92482,2022-07-01,4.0
B,12355,2022-01-22,4.0
C,57976,2022-03-07,1.0
A,3292,2022-05-01,5.0
D,118033,2022-03-09,1.0
A,107224,2022-09-07,3.0
C,106054,2022-05-23,3.0
C,25081,2022-06-17,2.0
