stg_item_cd,stg_item_sub_segment_desc_txt,stg_item_segment_desc_txt,stg_item_category_desc_txt,stg_item_sub_dept_desc_txt,stg_item_dept_desc_txt
1117555,Bottle,Multiple Consumption RTD Carbonates,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
1077856,Tetra,Multiple Consumption RTD Juices,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
1063321,Tetra,Full Cream Ambient Liquid Milk,Ambient Liquid Milk,Milk & Creamers,Beverages
250342,Tetra,Full Cream Ambient Liquid Milk,Ambient Liquid Milk,Milk & Creamers,Beverages
816514,Regular,Regular,Whipping,Cream,Chilled
1023289,Cup,Cheese Spreads,Cheese Spreads,Spreads,Chilled
54709,Speciality,Local Vinegar,Vinegar,Seasoning & Coconut Cream,Grocery
273517,Cans,Tuna,Canned Fish,Processed/Preserved Fish,Grocery
215287,Cans,Sardine,Canned Fish,Processed/Preserved Fish,Grocery
267271,Packets,Sprats,Dried Fish,Processed/Preserved Fish,Grocery
28213,Sprats,Sprats,Dry,Processed/Preserved Fish,Grocery
100249,Brown,Packets,Hen,Eggs,Grocery
991114,Imported,Single Consumption Chocolate Bars,Single Consumption Chocolates,Confectionery,Grocery
1103281,Imported,Single Consumption Chocolate Bars,Single Consumption Chocolates,Confectionery,Grocery
825919,Imported,Corn Cereals,Packaged Cereals,Cereals,Grocery
106900,Imported,Corn Cereals,Packaged Cereals,Cereals,Grocery
1027780,Local,Mixed Grain Cereals,Packaged Cereals,Cereals,Grocery
75013,Imported,Flavoured/Fruit,Corn,Cereals,Grocery
1078090,Cans,Baked Beans,Canned Vegetables,Processed / Preserved Vegetables,Grocery
1015549,Cans,Baked Beans,Canned Vegetables,Processed / Preserved Vegetables,Grocery
144862,Ginger Preserve,Ginger Preserve,Dessert Fruits & Nuts,Desserts,Grocery
917764,Bottles,Jams,Ambient Spreads,Spreads,Grocery
998044,Cans,Apricot,Canned Fruit,Processed/Preserved Fruits,Grocery
27745,Dates,Dates,Dates,Processed/Preserved Fruits,Grocery
1046932,Local,Cashew Nuts,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
383182,Local,Extruded Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
74185,Artificial,Local,Vinegar,Seasoning,Grocery
1040389,Deodorant Sprays,Deodorant Sprays,Deodorants,Female Fragrance,Household
42289,EDT,EDT,Perfumes,Female Fragrance,Household
955942,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
907270,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
908521,Body Butters,Body Butters,Body Lotions,Hand & Body Care,Household
1051099,Applicators & Access,Applicators & Accessories,Applicators & Accessories,Beauty Accessories,Household
989008,Nail Polish,Nail Polish,Nail Cosmetics,Cosmetics,Household
1053250,Nail Polish,Nail Polish,Nail Cosmetics,Cosmetics,Household
980134,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
1015954,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
1045870,Disinfectants & Surf,Disinfectants & Surface Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
1087414,Disinfectants & Surf,Disinfectants & Surface Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
372877,Disinfectants & Surf,Disinfectants & Surface Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
102373,Baby Biscuits/ Rusks,Baby Biscuits/ Rusks,Baby Biscuits/ Rusks,Baby Foods,Household
918943,Cotton Balls,Cleaning Accessories,Accessories,Baby Needs,Household
775888,Accessories,Mother Care,Accessories,Baby Needs,Household
390508,Refill,Lint Roles,Other General Household Cleaning Ne,General Needs,Household
1005478,Refill,Lint Roles,Other General Household Cleaning Ne,General Needs,Household
1057561,Toner,Facial Toner,Facial Cleansing,Facial Care,Household
28303,Cubes,Tins & Cubes,Car Care Air Freshener,Car Care,Household
98494,Wax & Polish,Wax & Polish,Car Care Cleaning  Exterior,Car Care,Household
251071,Regular Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
122407,Unclassified,Unclassified,Unclassified,Party Ware,Household
828178,Hand Wash,Hand Wash,Hand Wash,Skin Care,Household
950326,Hair Conditioners,Hair Conditioners,Conditioners,Hair Care,Household
1049983,Dry Shampoo,Dry Shampoo,Shampoo,Hair Care,Household
401533,Beauty,Beauty,Shampoo,Hair Care,Household
46042,Box,Powdered Dark Malt Drinks,Dark Malt Drinks,Malt Drink,Beverages
966715,Tetra,Multiple Consumption RTD Juices,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
950839,Squash,Squash,Concentrated Liquid Drinks,Concentrated Fruit Drinks,Beverages
401074,Flavored,Set Yogurt - Regular,Set Yogurt,Yoghurt,Chilled
1078,Cans,Tuna,Canned Fish,Processed/Preserved Fish,Grocery
383200,Packets,Sprats,Dried Fish,Processed/Preserved Fish,Grocery
111679,Local,Cream Biscuits,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
957400,Local,Wafers,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
4840,Local,Wafers,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
704149,Local,Wafers,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
268036,Local,Savory Biscuit Giftpacks/Tins,Gift packs/Tins,Biscuits,Grocery
909907,Local,Savory Biscuit Giftpacks/Tins,Gift packs/Tins,Biscuits,Grocery
869290,Imported,Single Consumption Chocolate Bars,Single Consumption Chocolates,Confectionery,Grocery
847753,Imported,Gums,Sugar Confectionary,Confectionery,Grocery
1032640,Imported,Gums,Sugar Confectionary,Confectionery,Grocery
917728,Imported,Mints,Sugar Confectionary,Confectionery,Grocery
408373,Imported,Corn Cereals,Packaged Cereals,Cereals,Grocery
141775,Imported,Corn Cereals,Packaged Cereals,Cereals,Grocery
1009591,Imported,Wheat Cereals,Packaged Cereals,Cereals,Grocery
999286,Local,Soy Cooking Sauces,Ambient Cooking Sauces,Sauce,Grocery
33793,Pork,Pork,Pork,Processed/Preserved Meat,Grocery
209032,Packets,Dried Vegetables,Dried Vegetables,Processed / Preserved Vegetables,Grocery
918016,Packets,Dried Vegetables,Dried Vegetables,Processed / Preserved Vegetables,Grocery
353167,Pappadam,Pappadam,Pappadam,Convenient Food,Grocery
853720,Imported,Regular,Jam,Spreads,Grocery
1690,Small,Flavored Instant Noodles,Ambient Instant Noodles,Pasta & Noodles,Grocery
876193,Local,Cashew Nuts,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1078189,Imported,Almonds,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
966607,Local,Extruded Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
82663,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
1078000,Men's Shower Gel,Men's Shower Gel,Men's Body Cleansing,Men's Toiletries,Household
29959,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
1059478,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
1096378,Washing Detergents L,Washing Detergents Liquids,Washing Detergents,Laundry Care,Household
55906,Liquid Sprays,Air Freshener Liquid Sprays,Household Air Fresheners,Cleaning Consumables,Household
911113,Baby Shampoo,Baby Shampoo,Baby Hair Care,Baby Needs,Household
84346,Baby Shampoo,Baby Shampoo,Baby Hair Care,Baby Needs,Household
51415,Cotton Buds,Cleaning Accessories,Accessories,Baby Needs,Household
1079899,Feeding Botteles & T,Feeding Accessories,Accessories,Baby Needs,Household
1094650,Feeding Botteles & T,Feeding Accessories,Accessories,Baby Needs,Household
213919,Shampoo,Shampoo/Conditioner,Hair Care,Toiletries Unisex,Household
59398,Regular,Regular,Batteries,General Needs,Household
816739,Face Pack,Face Pack,Facial Cleansing,Facial Care,Household
984796,Toner,Facial Toner,Facial Cleansing,Facial Care,Household
99574,Wax & Polish,Wax & Polish,Car Care Cleaning  Exterior,Car Care,Household
1046680,Kids Tooth Brushes,Kids Tooth Brushes,Tooth Brushes,Oral Care,Household
1026529,Regular Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
859777,Clinical Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
846628,Mosquito Coils,Mosquito Coils,Mosquito Control,Pest Control,Household
1063393,Number Candles,Number Candles,Party Candles,Party Ware,Household
93661,Bath Soap,Bath Soap,Bath Soap,Skin Care,Household
57157,Hair Conditioners,Hair Conditioners,Conditioners,Hair Care,Household
113578,Hair Conditioners,Hair Conditioners,Conditioners,Hair Care,Household
135466,Beauty,Beauty,Shampoo,Hair Care,Household
1087450,Beauty,Beauty,Shampoo,Hair Care,Household
379285,Mineral,Single Consumption Still Water,Single Consumption Water,Water,Beverages
997261,Tetra,Multiple Consumption RTD Juices,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
993499,Plain Milk,Pasteurized Plain Milk,Pasteurized Milk,Liquid Milk,Chilled
272464,Tub,Puddings,Chillled Puddings,Desserts,Chilled
1077406,Block,Manchego Cheese,Cheese Blocks,Cheese,Chilled
905893,Cup,Cheese Spreads,Cheese Spreads,Spreads,Chilled
367,Cup,Cheese Spreads,Cheese Spreads,Spreads,Chilled
272311,Tub,Butter Unsalted,Butter,Spreads,Chilled
405385,Regular,Fat Spread - Regular,Fat Spread,Spreads,Chilled
904606,Speciality,Local Vinegar,Vinegar,Seasoning & Coconut Cream,Grocery
980521,Mango,Chutneys,Meal Accompaniments,Meal Accompaniments,Grocery
53656,FOW-USA,FOW-USA,FOW-USA,FOW,Grocery
369484,Packets,Steamed Rice,Rice,Pulses,Grocery
22210,Packets,Sprats,Dried Fish,Processed/Preserved Fish,Grocery
915703,Imported,Cookies,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
97828,Local,Tea Biscuits,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
1076092,Small Packs,Cookies,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1089205,Local,Single Consumption Chocolate Bars,Single Consumption Chocolates,Confectionery,Grocery
275434,Imported,Mints,Sugar Confectionary,Confectionery,Grocery
366784,Imported,Corn Cereals,Packaged Cereals,Cereals,Grocery
868471,Imported,Wheat Cereals,Packaged Cereals,Cereals,Grocery
368260,Baked Beans,Baked Beans,Baked Beans,Processed / Preserved Vegetables,Grocery
904768,Cans,Baked Beans,Canned Vegetables,Processed / Preserved Vegetables,Grocery
1042117,Cans,Other Vegetables,Canned Vegetables,Processed / Preserved Vegetables,Grocery
1093507,Other Pre Mixes,Other Pre Mixes,Dessert Pre-Mixes,Desserts,Grocery
249154,Jelly,Jelly,Dessert Pre-Mixes,Desserts,Grocery
72295,Kithul,Treacle,Ambient Dessert Syrups & Toppings,Desserts,Grocery
1056112,Instant Mixes,Instant Mixes,Instant Mixes,Flour,Grocery
891394,Bottles,Jams,Ambient Spreads,Spreads,Grocery
826225,Bottles,Bottles,Palm,Oils/Fats,Grocery
1816,Small,Flavored Instant Noodles,Ambient Instant Noodles,Pasta & Noodles,Grocery
835270,Dehydrated,Dehydrated,Dehydrated,Processed/Preserved Fruits,Grocery
34981,Local,Cashew Nuts,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1028212,Packets,Powdered Instant Soups,Ambient Instant Soups,Soups,Grocery
272896,Packets,Powdered Instant Soups,Ambient Instant Soups,Soups,Grocery
283894,Packets,Powdered Instant Soups,Ambient Instant Soups,Soups,Grocery
826738,Packets,Packets,White Sugar,Sugar,Grocery
109942,Freshener/Deodoriser,Freshener/Deodorisers,Freshener/Deodorisers,Cleaning Aids,Household
143755,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
135457,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
1054483,Face Powders,Face Powders,Face/Complexion Cosmetics,Cosmetics,Household
1078747,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
1025710,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
78019,Regular Soap,Laundry Soap,Washing Detergents,Laundry Care,Household
497824,Aerosol Air Freshene,Aerosol Air Fresheners,Household Air Fresheners,Cleaning Consumables,Household
1067398,Aerosol Air Freshene,Aerosol Air Fresheners,Household Air Fresheners,Cleaning Consumables,Household
131803,Baby Biscuits/ Rusks,Baby Biscuits/ Rusks,Baby Biscuits/ Rusks,Baby Foods,Household
1081546,Night Cream,Facial Night Cream,Face Cream,Facial Care,Household
98872,tyre fix,tyre fix,Car Care Maintenance,Car Care,Household
245275,Baits,Baits,Insecticides,Pest Control,Household
924001,Party Bags,Party Bags,Party Accessories,Party Ware,Household
859966,Unclassified,Unclassified,Unclassified,Party Ware,Household
88054,Beauty,Beauty,Shampoo,Hair Care,Household
1032487,Bottle,Multiple Consumption RTD Carbonates,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
40957,Tetra,Multiple Consumption RTD Juices,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
20176,Tetra,Full Cream Ambient Liquid Milk,Ambient Liquid Milk,Milk & Creamers,Beverages
1114090,Dips,Dips,Chilled Sauces & Salad Accompanimen,Cooking Ingredients,Chilled
134602,Regular,Fat Spread - Regular,Fat Spread,Spreads,Chilled
826486,Flavored,Set Yogurt - Regular,Set Yogurt,Yoghurt,Chilled
815191,Other,Chutneys,Meal Accompaniments,Meal Accompaniments,Grocery
371689,FOW-USA,FOW-USA,FOW-USA,FOW,Grocery
66733,Bulk,Raw Rice,Rice,Pulses,Grocery
43027,Packets,Raw Rice,Rice,Pulses,Grocery
270043,Packets,Steamed Rice,Rice,Pulses,Grocery
983005,Packets,Steamed Rice,Rice,Pulses,Grocery
18178,Packets,Steamed Rice,Rice,Pulses,Grocery
208402,Cans,Tuna,Canned Fish,Processed/Preserved Fish,Grocery
429460,Cans,Sardine,Canned Fish,Processed/Preserved Fish,Grocery
835207,Imported,Cookies,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
975607,Imported,Cookies,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
362824,Local,Ambient Jelly,Sugar Confectionary,Confectionery,Grocery
10717,Local,Ambient Jelly,Sugar Confectionary,Confectionery,Grocery
1070125,Local,Kisses,Sugar Confectionary,Confectionery,Grocery
838195,Imported,Corn Cereals,Packaged Cereals,Cereals,Grocery
102994,Imported,Flavoured/Fruit,Corn,Cereals,Grocery
836278,Tin,Flavoured,Oats,Cereals,Grocery
124180,Imported,Imported,Wheat,Cereals,Grocery
848941,Imported,Sauces - Specialty,Ambient Table Sauces,Sauce,Grocery
1051513,Imported,Sauces - Specialty,Ambient Table Sauces,Sauce,Grocery
849643,Imported,Imported,Pasta,Sauce,Grocery
93472,Curry,Curry,Curry,Processed / Preserved Vegetables,Grocery
1101220,Packets,Dried Vegetables,Dried Vegetables,Processed / Preserved Vegetables,Grocery
1096747,Cake Mix,Cake Mix,Dessert Pre-Mixes,Desserts,Grocery
912742,Small,Flavored Instant Noodles,Ambient Instant Noodles,Pasta & Noodles,Grocery
1052719,Bottles,Flavored Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
1039237,Large,White Regular Noodles,Ambient Regular Noodles,Pasta & Noodles,Grocery
763738,Local,Cashew Nuts,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
999916,Deodorant Sprays,Deodorant Sprays,Deodorants,Female Fragrance,Household
390913,Deodorant Sprays,Deodorant Sprays,Deodorants,Female Fragrance,Household
1016170,Deodorant Sprays,Deodorant Sprays,Deodorants,Female Fragrance,Household
376360,EDT,EDT,Perfumes,Female Fragrance,Household
362329,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
89575,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
231127,Face Powders,Face Powders,Face/Complexion Cosmetics,Cosmetics,Household
8899,System Razors Cartri,System Razors,Razors & Blades,Men's Toiletries,Household
272995,After Shave Liquids,After Shave Liquids,After Shave Care,Men's Toiletries,Household
869848,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
267532,Washing Detergents T,Washing Detergents Tablets,Washing Detergents,Laundry Care,Household
81799,Disinfectants & Surf,Disinfectants & Surface Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
920896,Toilet Bowl Cleaners,Commode Cleaners,Toilet Cleaners,Cleaning Consumables,Household
50704,Toner,Facial Toner,Facial Cleansing,Facial Care,Household
1075750,Need Based Creams,Need Based Creams,Face Cream,Facial Care,Household
1057075,Day Cream,Day Cream,Face Cream,Facial Care,Household
244357,Regular Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
51127,Regular Kitchen Roll,Regular Kitchen Rolls,Kitchen Roll,Paper Goods,Household
2716,Pads,Pads,Feminine Hygiene,Personal Hygiene,Household
284362,Mosquito Coils,Mosquito Coils,Mosquito Control,Pest Control,Household
894202,Bath Soap,Bath Soap,Bath Soap,Skin Care,Household
111193,Bath Soap,Bath Soap,Bath Soap,Skin Care,Household
379744,Hair Conditioners,Hair Conditioners,Conditioners,Hair Care,Household
1098781,Hair Conditioners,Hair Conditioners,Conditioners,Hair Care,Household
415888,Beauty,Beauty,Shampoo,Hair Care,Household
705148,Fabric Softner,Fabric Softner,Fabric Softner,Laundry,Household
20788,Tetra,Liquid Dark Malt Drinks,Dark Malt Drinks,Malt Drink,Beverages
839545,Tetra,Multiple Consumption RTD Juices,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
41632,Tetra,Multiple Consumption RTD Juices,Multiple Consumption RTD Beverages,Juices & Carbonates,Beverages
8476,Regular,Regular,Whipping,Cream,Chilled
1068946,Tub,Puddings,Chillled Puddings,Desserts,Chilled
387592,Packets,Sandwich Slices,Cheese Slices,Cheese,Chilled
81160,Cup,Cheese Spreads,Cheese Spreads,Spreads,Chilled
93832,Cup,Cheese Spreads,Cheese Spreads,Spreads,Chilled
385045,Speciality,Local Vinegar,Vinegar,Seasoning & Coconut Cream,Grocery
118816,Imported,Mayonnaise,Ambient Salad Accompaniments,Meal Accompaniments,Grocery
1056139,Other,Chutneys,Meal Accompaniments,Meal Accompaniments,Grocery
994786,FOW-USA,FOW-USA,FOW-USA,FOW,Grocery
1099285,Packets,Steamed Rice,Rice,Pulses,Grocery
388915,Packets,Steamed Rice,Rice,Pulses,Grocery
844333,Curry Fish/Sea Food,Curry Fish/Sea Food,Curry Fish/Sea Food,Processed/Preserved Fish,Grocery
217375,Cans,Jack Mackerel,Canned Fish,Processed/Preserved Fish,Grocery
132730,Local,Tea Biscuits,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
994390,Local,Tea Biscuits,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
249595,Local,Wafers,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
268027,Local,Savory Biscuit Giftpacks/Tins,Gift packs/Tins,Biscuits,Grocery
1038958,Imported,Gums,Sugar Confectionary,Confectionery,Grocery
1063762,Imported,Mints,Sugar Confectionary,Confectionery,Grocery
77047,Local,Mints,Sugar Confectionary,Confectionery,Grocery
1120426,Local,Corn Cereals,Packaged Cereals,Cereals,Grocery
251332,Local,Corn Cereals,Packaged Cereals,Cereals,Grocery
1114279,Local,Corn Cereals,Packaged Cereals,Cereals,Grocery
57805,Imported,Sauces - Specialty,Ambient Table Sauces,Sauce,Grocery
64312,Imported,Sauces - Specialty,Ambient Table Sauces,Sauce,Grocery
852685,Imported,Imported,Soy,Sauce,Grocery
18115,Cake Decorations,Cake Decorations,Ambient Dessert Syrups & Toppings,Desserts,Grocery
97,Flavoring,Flavoring,Dessert Ingredients,Desserts,Grocery
60964,Roasted,White Rice Flour,Rice Flour,Flour,Grocery
143197,Bottles,Jams,Ambient Spreads,Spreads,Grocery
123640,Unclassified,Unclassified,Nuts,Snacks,Grocery
1103911,Deodorant Sprays,Deodorant Sprays,Deodorants,Female Fragrance,Household
372724,EDT,EDT,Perfumes,Female Fragrance,Household
44296,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
75427,Body Lotions,Body Lotions,Body Lotions,Hand & Body Care,Household
135574,Applicators & Access,Applicators & Accessories,Applicators & Accessories,Beauty Accessories,Household
214018,Face Powders,Face Powders,Face/Complexion Cosmetics,Cosmetics,Household
970594,Nail Polish,Nail Polish,Nail Cosmetics,Cosmetics,Household
888613,Shaving Foam,Shaving Foam,Pre Shave,Men's Toiletries,Household
217897,After Shave Liquids,After Shave Liquids,After Shave Care,Men's Toiletries,Household
907684,Sprays Deodrants,Men's Deodorants,Men's Fragrance,Men's Toiletries,Household
285235,Regular Soap,Laundry Soap,Washing Detergents,Laundry Care,Household
