stg_item_cd,stg_item_sub_segment_desc_txt,stg_item_segment_desc_txt,stg_item_category_desc_txt,stg_item_sub_dept_desc_txt,stg_item_dept_desc_txt
54817,Ambarella,Chutneys,Meal Accompaniments,Meal Accompaniments,Grocery
105136,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
138274,Sachet,Chocolate Spreads,Ambient Spreads,Spreads,Grocery
868120,Peanut Butter,Peanut Butter,Peanut Butter,Spreads,Grocery
70225,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1101517,Local,Ready to Eat Popcorn,Popcorn & Popping Corn,Snacks,Grocery
643336,Regular Bread,Regular Bread,Bread,Bakery,Grocery
911734,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
270637,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
66922,Umbrella,Umbrella,Umbrella,General Needs,Household
111643,Scented,Candle,Illumination,General Needs,Household
110185,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
819124,Razors,Razors,Shaving Accessories,Toiletries Men,Household
25855,Cans,Regular,RTD,Juices,Beverages
998242,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
283849,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
837799,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1044826,Bags,Bags,Non Flavored Tea,Tea,Beverages
1098700,Bottle,Carbonated Sports Drinks,Sports Drinks,Sports & Energy Drinks,Beverages
408868,Whole,Cloves,Spices,Seasoning & Coconut Cream,Grocery
990061,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
499066,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
211327,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
268855,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
105289,Umbrella,Umbrella,Umbrella,General Needs,Household
418363,Candle,Candle,Illumination,General Needs,Household
1068730,Wind screener -glass,Wind screener -glass cleaner,Car Care Cleaning  Exterior,Car Care,Household
1069441,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
142450,Facial Wet Wipes,Facial Wet Wipes,Wet Wipes,Paper Goods,Household
1013893,Pet De-worming,Pet De-worming,Pet Medications,Pet Care,Household
1048300,Pet Grooming Other,Pet Grooming Other,Pet Grooming,Pet Care,Household
1073050,Popper/ Spray/Horns,Popper/ Spray/Horns,Party Accessories,Party Ware,Household
62863,Bags,Bags,Non Flavored Tea,Tea,Beverages
139543,Mix,Mix,RTD,Tea,Beverages
1026925,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
128779,Packets,Flavoured,Full Cream,Milk,Chilled
817441,Packets,Flavoured,Full Cream,Milk,Chilled
71665,Whole,Mustard,Spices,Seasoning & Coconut Cream,Grocery
88963,Local,Crackers,Savory Biscuits Regular,Biscuits,Grocery
72097,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
136771,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
31948,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1029634,Female Fragrance Gif,Female Fragrance Gift Packs,Female Fragrance Gift Packs,Female Fragrance,Household
1057858,Foot Balm,Foot Oil & Balm,Foot Care,Hand & Body Care,Household
388177,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
247849,Laundry Aids,Laundry Aids,Laundry Aids,Laundry Care,Household
264904,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
376054,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
902662,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
117844,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
122857,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
95344,Collar/Chain,Collar/Chain,Accessories,Pet Care,Household
1102489,3 in 1,Instant Powdered Chocolate Drinks,Instant Chocolate Drinks,Chocolate Drink,Beverages
108187,Bottles,Regular,RTD,Juices,Beverages
1008529,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
110671,Whole,Cloves,Spices,Seasoning & Coconut Cream,Grocery
1063168,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
990052,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1061602,Packets,Semolina,Semolina,Pulses,Grocery
118033,Big Packs,Puffs,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
398608,Local,Ambient Pudding,Sugar Confectionary,Confectionery,Grocery
1001437,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
139273,Wheat,Wheat,Wheat,Flour,Grocery
274318,Specialty,Specialty,Cake,Bakery,Grocery
106369,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
392020,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
100168,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
154474,Spray Starch,Spray Starch,Fabric Fresheners & Ironing,Laundry Care,Household
906154,Cleaning Wipers,Cleaning Wipers,"Brooms , Brushers & Mops",Cleaning Durables,Household
106981,Umbrella,Umbrella,Umbrella,General Needs,Household
130309,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
1050172,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
853882,Bottles,Regular,RTD,Juices,Beverages
113632,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
1075516,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
63682,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
1001446,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
1084984,Local,Jujubs,Sugar Confectionary,Confectionery,Grocery
117187,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1069936,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
997207,Specialty,Specialty,Cake,Bakery,Grocery
243916,Laundry Aids,Laundry Aids,Laundry Aids,Laundry Care,Household
951046,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
89773,Umbrella,Umbrella,Umbrella,General Needs,Household
115540,Scented,Candle,Illumination,General Needs,Household
110779,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
971323,Need Based Facial Cl,Facial Cleansers,Facial Cleansing,Facial Care,Household
365083,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
831715,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
96154,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
511936,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
269467,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
83716,Bottle,Special Health Ambient Liquid Milk,Ambient Liquid Milk,Milk & Creamers,Beverages
362077,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
408724,Whole,Cardamom,Spices,Seasoning & Coconut Cream,Grocery
48625,Local,Assorted Sweet Cookies Giftpacks/Ti,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
211003,Local,Ambient Pudding,Sugar Confectionary,Confectionery,Grocery
53737,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
75148,Local,Ready to Eat Popcorn,Popcorn & Popping Corn,Snacks,Grocery
42505,Specialty,Specialty,Cake,Bakery,Grocery
911725,Foot Scrub,Foot Scrub,Foot Care,Hand & Body Care,Household
902644,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
214927,Lighters,Lighters,Illumination,General Needs,Household
842533,Tins,Tins & Cubes,Car Care Air Freshener,Car Care,Household
36142,Wind screener -glass,Wind screener -glass cleaner,Car Care Cleaning  Exterior,Car Care,Household
139417,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
28834,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
393694,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
1000942,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1117843,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
616471,Normal,Local,Chilie Based,Sauce,Grocery
886156,Cans,Pork,Canned Meat,Processed/Preserved Meat,Grocery
95236,Peanut Butter,Peanut Butter,Peanut Butter,Spreads,Grocery
1095262,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
401893,Foot Soak,Foot Soak & Salt,Foot Care,Hand & Body Care,Household
988441,Shaving Gel,Shaving Gel,Pre Shave,Men's Toiletries,Household
512944,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
388195,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
1049722,Shoe Care Accessorie,Shoe Care Accessories,Shoe Care,General Needs,Household
829357,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
138598,Cans,Regular,RTD,Juices,Beverages
1098097,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
320506,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
320515,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
404737,Whole,Cardamom,Spices,Seasoning & Coconut Cream,Grocery
65095,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
1063150,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1062943,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
141514,Packets,Semolina,Semolina,Pulses,Grocery
138697,Macaroni,Macaroni,Macaroni,Pasta,Grocery
218320,Local,Crackers,Savory Biscuits Regular,Biscuits,Grocery
123532,Sticks,Imported,Wafers,Biscuits,Grocery
1045024,Yeast,Yeast,Dessert Ingredients,Desserts,Grocery
870100,Peanut Butter,Peanut Butter,Peanut Butter,Spreads,Grocery
86308,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1041397,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1015081,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
267784,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1097089,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1063771,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
996181,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
1002310,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
82312,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
370429,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
393595,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
50353,Candle,Candle,Illumination,General Needs,Household
871450,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
8161,Popper/ Spray/Horns,Popper/ Spray/Horns,Party Accessories,Party Ware,Household
682,Bottles,Regular,RTD,Juices,Beverages
396034,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
545677,Whole,Mustard,Spices,Seasoning & Coconut Cream,Grocery
1062952,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
990331,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
138787,Macaroni,Macaroni,Macaroni,Pasta,Grocery
771019,Pumpkin Preserves,Pumpkin Preserves,Processed/Preserved Fruits,Dessert Ingredients,Grocery
141595,Pickles,Pickles,Pickles,Condiments,Grocery
1098628,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
950929,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
913786,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
1064095,Tins,Tins & Cubes,Car Care Air Freshener,Car Care,Household
136888,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
924757,Popper/ Spray/Horns,Popper/ Spray/Horns,Party Accessories,Party Ware,Household
528433,Popper/ Spray/Horns,Popper/ Spray/Horns,Party Accessories,Party Ware,Household
1072825,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
140164,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
136672,Bottles,Regular,RTD,Juices,Beverages
81133,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
1050028,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1013461,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
88936,Bags,Bags,Non Flavored Tea,Tea,Beverages
1052458,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
990754,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
418669,Packets,Wheat,Wheat,Pulses,Grocery
362878,Local,Assorted Sweet Cookies Giftpacks/Ti,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
271645,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
1807,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
175750,Specialty,Specialty,Cake,Bakery,Grocery
21796,Glass & Window Clean,Glass & Window Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
1098610,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
1065706,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
29608,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
859147,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
393703,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
150739,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
1062367,Mineral,Multiple Consumption Still Water,Multiple Consumption Water,Water,Beverages
9646,Bottles,Regular,RTD,Juices,Beverages
142981,Cans,Regular,RTD,Juices,Beverages
269476,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
18889,Bags,Bags,Non Flavored Tea,Tea,Beverages
94993,Macaroni,Macaroni,Macaroni,Pasta,Grocery
816712,Soap Bars,Hand Wash,Dish wash,Cleaning Aids,Household
21571,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
851983,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
248452,Stain Removers,Stain Removers,Laundry Bleach,Laundry Care,Household
270808,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
54376,Candle,Candle,Illumination,General Needs,Household
64771,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
1119355,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
689272,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
35656,Other,Other,Cleaning Aids,Car Care,Household
110068,Fragrance Access.,Fragrance Access.,Fragrance Access.,Car Care,Household
120418,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1114684,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
896632,Bottles,Regular,RTD,Juices,Beverages
5074,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
130120,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
370294,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
1110724,Processed Block,Cheddar Cheese,Cheese Blocks,Cheese,Chilled
1052548,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
184921,Packets,Flavoured,Full Cream,Milk,Chilled
818071,Regular,Flavoured,Imported,Yoghurt,Chilled
207196,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
61693,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
1069909,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
33145,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
208924,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
1025782,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
918970,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
902680,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
116161,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
28762,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
335644,Powder,Hair Coloring,Hair Coloring,Hair Care,Household
858148,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
1037266,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
108565,Bottles,Regular,RTD,Juices,Beverages
145870,Bottles,Regular,RTD,Juices,Beverages
606976,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
110896,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
971602,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
89647,Umbrella,Umbrella,Umbrella,General Needs,Household
57337,Candle,Candle,Illumination,General Needs,Household
821410,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
142477,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
274588,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
832570,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
975103,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
843982,Glass Bottles,Glass Bottles,Glass Bottles,Carbonated,Beverages
1067587,Bags,Bags,Non Flavored Tea,Tea,Beverages
1051531,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1084993,Local,Jujubs,Sugar Confectionary,Confectionery,Grocery
3301,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1005523,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
231370,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
270826,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
101950,Umbrella,Umbrella,Umbrella,General Needs,Household
621682,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
82168,Lip Balm,Lip Balm,Lip Care,Facial Care,Household
547,Tins,Tins & Cubes,Car Care Air Freshener,Car Care,Household
179521,Car Wash,Car Wash,Exterior Cleaner,Car Care,Household
1108384,Processed Block,Cheddar Cheese,Cheese Blocks,Cheese,Chilled
1079269,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
1003417,Flavored,Stirred Yogurt-Low Fat,Stirred Yogurt,Yoghurt,Chilled
271699,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
627406,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
75571,Corn Flour,Corn Flour,Dessert Ingredients,Desserts,Grocery
1088953,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
32875,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1104478,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
137860,Hair Removal Creams,Hair Removal Creams,Hair Remover,Hand & Body Care,Household
270574,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
391129,Liquids,Laundry,Baby Washing Aids,Baby Needs,Household
1007845,Liquids,Laundry,Baby Washing Aids,Baby Needs,Household
364066,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
89008,Umbrella,Umbrella,Umbrella,General Needs,Household
115675,Scented,Candle,Illumination,General Needs,Household
98926,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
87154,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
819403,Adult Diapers Large,Adult Diapers,Adult Diapers,Personal Hygiene,Household
726379,Bottles,Regular,RTD,Juices,Beverages
1996,Cans,Regular,RTD,Juices,Beverages
92077,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
1077487,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
14911,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
1042225,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1104487,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1064716,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
1026259,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
243790,Laundry Aids,Laundry Aids,Laundry Aids,Laundry Care,Household
104407,Umbrella,Umbrella,Umbrella,General Needs,Household
1065670,Shoe Care Cream,Shoe Polish,Shoe Care,General Needs,Household
1057426,Lip Balm,Lip Balm,Lip Care,Facial Care,Household
36196,Fragrance Access.,Fragrance Access.,Fragrance Access.,Car Care,Household
24010,Bottles,Regular,RTD,Juices,Beverages
834631,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
117484,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1110580,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
31957,Emmental,Processed Cheese Block,Chilled Processed Cheese,Cheese,Chilled
1063024,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
855907,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
823822,Shaving Gel,Shaving Gel,Pre Shave,Men's Toiletries,Household
902383,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
65311,Umbrella,Umbrella,Umbrella,General Needs,Household
114460,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
103012,Fragrance Access.,Fragrance Access.,Fragrance Access.,Car Care,Household
1072600,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
91303,Glass Bottles,Glass Bottles,Glass Bottles,Carbonated,Beverages
887083,Bottles,Regular,RTD,Juices,Beverages
1105081,Watalappan,Watalappan,Chillled Puddings,Desserts,Chilled
1075867,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
387790,Local,Jujubs,Sugar Confectionary,Confectionery,Grocery
849562,Regular,Regular,Salad Dressings,Condiments,Grocery
27268,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
74545,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
995722,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
207979,Refill,Hand wash,Hand Cleansing,Hand & Body Care,Household
1001338,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
1096387,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
281905,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
87766,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
864970,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
98233,Facial Wet Wipes,Facial Wet Wipes,Wet Wipes,Paper Goods,Household
819061,Razors,Razors,Shaving Accessories,Toiletries Men,Household
956599,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
1035097,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
184489,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1049605,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
132496,Whole,Mustard,Spices,Seasoning & Coconut Cream,Grocery
1091500,Disposable Areca Pla,Disposable Leaf Plates,Disposable Plates,Disposable Table Ware,Household
910366,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
99268,Wind screener -glass,Wind screener -glass cleaner,Car Care Cleaning  Exterior,Car Care,Household
42667,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
852478,Cans,Regular,RTD,Juices,Beverages
125332,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
370303,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
90034,Sultanas,Sultanas,Processed/Preserved Fruits,Dessert Ingredients,Grocery
124459,Sticks,Imported,Wafers,Biscuits,Grocery
398635,Local,Ambient Pudding,Sugar Confectionary,Confectionery,Grocery
18682,Cocoa Powder,Cocoa Powder,Dessert Ingredients,Desserts,Grocery
848473,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
992977,Regular Bread,Regular Bread,Bread,Bakery,Grocery
370420,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
1095343,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
707344,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
364075,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
911923,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
137536,Razors,Razors,Shaving Accessories,Toiletries Men,Household
115423,Cans,Regular,RTD,Juices,Beverages
75184,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
1112290,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
760633,Bags,Bags,Non Flavored Tea,Tea,Beverages
3202,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
1003426,Flavored,Stirred Yogurt-Low Fat,Stirred Yogurt,Yoghurt,Chilled
1024108,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1063123,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
835252,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
268990,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
7441,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
966625,Local,Ready to Eat Popcorn,Popcorn & Popping Corn,Snacks,Grocery
1002319,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
826063,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
1028032,Liquids,Laundry,Baby Washing Aids,Baby Needs,Household
56347,Candle,Candle,Illumination,General Needs,Household
96487,Clinical Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
66931,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
700873,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
400624,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1103218,Facial Wet Wipes,Facial Wet Wipes,Wet Wipes,Paper Goods,Household
918295,Facial Wet Wipes,Facial Wet Wipes,Wet Wipes,Paper Goods,Household
319804,Razors,Razors,Shaving Accessories,Toiletries Men,Household
852091,Bottles,Regular,RTD,Juices,Beverages
835423,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
91690,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
818080,Regular,Flavoured,Imported,Yoghurt,Chilled
110644,Regular,Flavoured,Imported,Yoghurt,Chilled
1026619,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
130480,Pickles,Pickles,Pickles,Condiments,Grocery
